,Unnamed: 0,id,sentence,Arousal,Dominance,Valence,sd.Arousal,sd.Dominance,sd.Valence,freq,reg,words,Valence_predicted,Arousal_predicted,Dominance_predicted
86,86,Anti-Terrorist_2131_2273,"By trying to ""stamp out"" terrorism by killing terrorists, Bush and Israel have made things infinitely worse for us: more dangerous, not safer.",3.2,2.6,2.4,0.4,0.489897948556636,0.8,5,"by trying to ""stamp out"" terrorism by killing terrorists  bush and israel have made things infinitely worse for us: more dangerous  not safer ",26,2.5705543,3.1388621,2.9572108
87,87,Anti-Terrorist_2274_2389,"And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA.",3.4,3.0,2.4,0.489897948556636,0.6324555320336761,0.489897948556636,5,and proof that bush has failed may come at any moment  explosively  with one big successful attack here in the usa ,21,2.8616374,3.0614893,3.022701
88,88,Anti-Terrorist_2391_2411,May God help us all.,2.8,2.6,2.6,0.4,0.8,0.8,5,may god help us all ,5,2.9938426,3.1098666,3.0749283
89,89,Anti-Terrorist_2413_2431,WHAT IS TERRORISM?,3.2,2.8,2.8,0.4,0.4,0.4,5,what is terrorism?,4,2.7495282,3.0395708,2.9955852
90,90,Anti-Terrorist_2433_2590,"TERRORISM is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective.",3.0,3.0,2.8,0.0,0.0,0.4,5,"terrorism is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective ",27,2.8318045,3.017439,3.0285106
91,91,Anti-Terrorist_2669_2828,"We believe that any terrorist act is a crime against humanity and against the will of God, because it deliberately intends to injure and kill innocent people. ",3.0,3.0,2.8,0.0,0.0,0.4,5,we believe that any terrorist act is a crime against humanity and against the will of god  because it deliberately intends to injure and kill innocent people  ,27,2.4574547,3.158135,2.9238164
92,92,Anti-Terrorist_2830_2852,NEUTRALIZING TERRORISM,3.2,3.2,3.2,0.4,0.4,0.4,5,neutralizing terrorism,2,2.5958662,3.0479062,2.9589555
93,93,Anti-Terrorist_2854_2932,Our purpose here is to NEUTRALIZE TERRORISM by removing the motivation for it.,3.4,3.4,3.2,0.489897948556636,0.489897948556636,0.4,5,our purpose here is to neutralize terrorism by removing the motivation for it ,13,2.9445205,3.009298,3.051786
94,94,Anti-Terrorist_2933_3013,"Without motivation, terrorism will quickly die down, like a plant without water.",3.0,3.0,3.0,0.0,0.0,0.0,5,without motivation  terrorism will quickly die down  like a plant without water ,12,2.6247435,3.068183,2.9660752
95,95,Anti-Terrorist_3016_3174,"We completely reject the idea that terrorism can be defeated by brute force, because brute force radicalizes the moderates, and they then join the terrorists.",3.0,2.8,2.8,0.0,0.9797958971132712,0.4,5,we completely reject the idea that terrorism can be defeated by brute force  because brute force radicalizes the moderates  and they then join the terrorists ,25,2.5297022,3.1106613,2.941142
96,96,Anti-Terrorist_3175_3220,So you end up fighting the entire population.,3.4,3.0,2.6,0.489897948556636,0.6324555320336761,0.489897948556636,5,so you end up fighting the entire population ,8,2.5538259,3.148205,2.9478893
97,97,Anti-Terrorist_3221_3284,"Brute force has failed in Palestine, and it is failing in Iraq.",3.2,3.0,2.6,0.4,0.0,0.489897948556636,5,brute force has failed in palestine  and it is failing in iraq ,12,2.564092,3.1216018,2.9610448
98,98,Anti-Terrorist_3287_3656,"We try to be even-handed in opposing all terrorism, although we recognize that the greatest terrorist threat in the world today comes from radical Muslims who falsely believe that Allah approves of their criminal behavior against Israel, The United States, Russia, India, the Philippines, Australia, and others whom they falsely believe to be ""waging war against Allah.",3.2,3.4,2.8,0.4,0.489897948556636,0.4,5,"we try to be even-handed in opposing all terrorism  although we recognize that the greatest terrorist threat in the world today comes from radical muslims who falsely believe that allah approves of their criminal behavior against israel  the united states  russia  india  the philippines  australia  and others whom they falsely believe to be ""waging war against allah ",58,2.484057,3.1166813,2.9335132
99,99,Anti-Terrorist_3658_3885,"And the second-greatest terrorist threat comes from several countries, mainly Israel, who sometimes resort to terrorism themselves, claiming ""self-defense,"" as they desperately try to prevent further attacks by radical Muslims.",3.0,3.0,3.0,0.0,0.0,0.0,5,"and the second-greatest terrorist threat comes from several countries  mainly israel  who sometimes resort to terrorism themselves  claiming ""self-defense "" as they desperately try to prevent further attacks by radical muslims ",32,2.544856,3.1049163,2.9498174
