,id,sentence,Arousal,Dominance,Valence,sd.Arousal,sd.Dominance,sd.Valence,freq,reg,words
38,Acephalous-Internet_1659_1776,That I can access detailed information about events I have no right remembering in detail is another matter entirely.,3.4,3.2,3.4,0.489897948556636,0.4,0.489897948556636,5,that i can access detailed information about events i have no right remembering in detail is another matter entirely ,19
39,Acephalous-Internet_1782_1794,Joe Sambito.,3.0,3.0,3.0,0.0,0.0,0.0,5,joe sambito ,2
40,Acephalous-Internet_1795_1799,Wow.,4.6,2.8,4.4,0.489897948556636,0.4,0.8,5,wow ,1
41,Acephalous-Internet_1800_1835,I'd completely forgotten about him.,2.8,3.4,2.8,0.4,0.8,0.4,5,i'd completely forgotten about him ,6
42,Acephalous-Internet_1836_1911,I sometimes wish I could forget that Pendelton is the Braves hitting coach.,2.8,3.2,2.4,0.4,0.4,0.489897948556636,5,i sometimes wish i could forget that pendelton is the braves hitting coach ,13
43,Acephalous-Internet_1912_2036,Closest I came to that was watching Dale Murphy get tagged out at the plate on what would have been an inside-the-park slam.,3.0,3.0,3.0,0.0,0.0,0.0,5,closest i came to that was watching dale murphy get tagged out at the plate on what would have been an inside-the-park slam ,23
44,Acephalous-Internet_2095_2234,"He pitched for the Astros before he came to the Mets, stayed for '85, then he pitched for the Red Sox against the Mets in '86 World Series.",3.2,3.0,3.0,0.4,0.0,0.0,5,he pitched for the astros before he came to the mets  stayed for '0  then he pitched for the red sox against the mets in '0 world series ,28
45,Acephalous-Internet_2235_2298,"I remember him being ineffective, and as it turns out, he was .",3.0,3.0,2.8,0.0,0.0,0.4,5,i remember him being ineffective  and as it turns out  he was  ,12
46,Acephalous-Internet_2299_2485,"Now that I remember him, which I didn't before, I remember him as being the pitcher who'd pitched for 1) the team the Mets faced to get to the '86 Series and 2) the one they faced in it.",3.0,3.0,3.0,0.0,0.0,0.0,5,now that i remember him  which i didn't before  i remember him as being the pitcher who'd pitched for 0) the team the mets faced to get to the '0 series and 0) the one they faced in it ,43
47,Acephalous-Internet_2486_2550,"I didn't remember that I remember that, but now that I do, I do.",3.2,3.0,3.2,0.4,0.6324555320336761,0.4,5,i didn't remember that i remember that  but now that i do  i do ,15
48,Acephalous-Internet_2551_2597,"Memory, as Gertrude Stein would say, is funny.",3.0,2.8,3.4,0.0,0.4,0.489897948556636,5,memory  as gertrude stein would say  is funny ,8
49,Acephalous-Internet_2652_2750,"Apparently the drug use, sexual excess, and weird UCI experiences haven't softened your brain yet.",3.2,3.2,2.8,0.4,0.4,0.4,5,apparently the drug use  sexual excess  and weird uci experiences haven't softened your brain yet ,16
50,Acephalous-Internet_2752_2842,"What's really bothersome, though, is when you only remember things from your distant past.",2.6,2.8,2.4,0.8,0.4,0.489897948556636,5,what's really bothersome  though  is when you only remember things from your distant past ,15
51,Acephalous-Internet_2845_2974,"My grandpa was alert till the end, but when I last saw him at age 92 everything he wanted to talk about was 70 years in the past.",2.85714285714286,2.71428571428571,2.71428571428571,0.349927106111883,0.4517539514526261,0.4517539514526261,7,my grandpa was alert till the end  but when i last saw him at age 0 everything he wanted to talk about was 0 years in the past ,28
52,Acephalous-Internet_3039_3135,"A guess, but perhaps your grandfather's life at 22 was more interesting than the ensuing 70 yrs.",2.8,3.4,3.0,0.4,0.8,0.6324555320336761,5,a guess  but perhaps your grandfather's life at 0 was more interesting than the ensuing 0 yrs ,18
53,Acephalous-Internet_3201_3237,You know what makes this post great?,3.0,3.0,3.0,0.0,0.0,0.0,5,you know what makes this post great?,8
54,Acephalous-Internet_3238_3258,No stinking cricket.,3.4,3.6,2.6,0.489897948556636,0.489897948556636,0.489897948556636,5,no stinking cricket ,3
55,Acephalous-Internet_3320_3487,"Yeah, I remember Sambito from the Astros (when the Braves were in the old NL West because it made sense to have a team 3,000 miles from most of their division rivals).",3.0,3.0,3.0,0.0,0.0,0.0,5,yeah  i remember sambito from the astros (when the braves were in the old nl west because it made sense to have a team 0 0 miles from most of their division rivals) ,35
56,Acephalous-Internet_3488_3514,Solid pitcher for a while.,3.0,3.0,3.0,0.0,0.0,0.0,5,solid pitcher for a while ,5
57,Acephalous-Internet_3515_3545,But burned out toward the end.,2.8,2.8,2.8,0.4,0.4,0.4,5,but burned out toward the end ,6
58,Acephalous-Internet_3546_3594,"Apparently, he is a player's representative now.",2.8,3.0,3.0,0.4,0.0,0.0,5,apparently  he is a player's representative now ,8
59,Acephalous-Internet_3653_3671,Prosthetic memory.,3.0,3.0,3.0,0.0,0.0,0.0,5,prosthetic memory ,2
60,Acephalous-Internet_3728_3829,I like to read about others watching baseball more than I like to watch baseball by a factor of nine.,2.8,3.0,3.2,0.4,0.0,0.4,5,i like to read about others watching baseball more than i like to watch baseball by a factor of nine ,20
61,Acephalous-Internet_3830_3982,"Having given up on watching the actual sport, mention of baseball now only sparks memories of The Old Man and the Sea and the old time baseball writers.",2.6,3.0,3.2,0.8,0.0,0.4,5,having given up on watching the actual sport  mention of baseball now only sparks memories of the old man and the sea and the old time baseball writers ,28
62,Acephalous-Internet_3983_4198,"It is true that at the end of time, the old time baseball writers will be hailed as the very best writers, as they had access to an event that was susceptible to beautiful writing, but horrendous to watch in person.",3.2,3.2,3.0,0.4,0.4,0.0,5,it is true that at the end of time  the old time baseball writers will be hailed as the very best writers  as they had access to an event that was susceptible to beautiful writing  but horrendous to watch in person ,41
63,Acephalous-Internet_4199_4253,"Plus, they smoked a prodigious quantity of cigarettes.",3.2,3.0,3.0,0.4,0.0,0.0,5,plus  they smoked a prodigious quantity of cigarettes ,8
64,Acephalous-Internet_4256_4321,nota bene: An overdue library book is a crime against Humanities.,3.4,3.0,2.6,0.489897948556636,0.0,0.489897948556636,5,nota bene: an overdue library book is a crime against humanities ,12
65,Anti-Terrorist_4_65,The Anti-Terrorist - Undermining The Motivation For Terrorism,3.0,3.0,3.0,0.0,0.0,0.0,5,the anti-terrorist - undermining the motivation for terrorism,8
66,Anti-Terrorist_68_120,"By Rev. Bill McGinnis , Director - LoveAllPeople.org",2.5,3.0,3.3333333333333304,0.763762615825973,0.0,0.471404520791032,6,by rev  bill mcginnis   director - loveallpeople org,8
67,Anti-Terrorist_123_233,"This website and everything on it is in the Public Domain, so you may use it freely, even without attribution.",3.0,3.2,3.0,0.0,0.4,0.0,5,this website and everything on it is in the public domain  so you may use it freely  even without attribution ,20
68,Anti-Terrorist_239_270,"BACKGROUND , September 11, 2004",3.0,3.0,3.0,0.0,0.0,0.0,5,background   september 0  0,4
69,Anti-Terrorist_272_408,"Three years have now gone by since the September 11th attacks in 2001, and terrorism is a far greater threat to us now than it was then.",3.0,2.8,3.0,0.0,0.4,0.0,5,three years have now gone by since the september 0th attacks in 0  and terrorism is a far greater threat to us now than it was then ,27
70,Anti-Terrorist_409_531,"The number and severity of terrorist attacks worldwide has increased dramatically, as has the number of active terrorists.",3.2,3.2,2.4,0.4,0.4,0.8,5,the number and severity of terrorist attacks worldwide has increased dramatically  as has the number of active terrorists ,18
71,Anti-Terrorist_532_697,"Before 9/11, terrorism was confined to a small number of extremist individuals, loosely linked by radical Islam and hatred of Israel and its sole supporter, the USA.",3.2,3.2,2.8,0.4,0.4,0.4,5,before 0/0  terrorism was confined to a small number of extremist individuals  loosely linked by radical islam and hatred of israel and its sole supporter  the usa ,27
72,Anti-Terrorist_698_837,"Now, many more moderate Muslims have become radicalized, world-wide, willing to kill innocent civilians in order to achieve their purposes.",3.0,2.8,2.8,0.0,0.4,0.4,5,now  many more moderate muslims have become radicalized  world-wide  willing to kill innocent civilians in order to achieve their purposes ,20
73,Anti-Terrorist_838_1024,"And the serious targets have expanded to include civilians in Russia, India, Maylasia, the Philippines, Spain, and elsewhere, as well as Israel and its sole supporter, the United States.",3.1666666666666696,2.6666666666666696,2.3333333333333304,0.6871842709362769,0.471404520791032,0.7453559924999301,6,and the serious targets have expanded to include civilians in russia  india  maylasia  the philippines  spain  and elsewhere  as well as israel and its sole supporter  the united states ,29
74,Anti-Terrorist_1025_1135,"True, the USA has not suffered a successful major attack since 9/11, but this does not mean that we are safer.",3.2,2.8,2.8,0.4,0.4,0.4,5,true  the usa has not suffered a successful major attack since 0/0  but this does not mean that we are safer ,21
75,Anti-Terrorist_1136_1254,"The terrorists could strike any time they choose, through any of the numerous loopholes so well reported in our media.",3.2,3.2,2.8,0.4,0.4,0.4,5,the terrorists could strike any time they choose  through any of the numerous loopholes so well reported in our media ,20
76,Anti-Terrorist_1255_1425,"But they have chosen not to attack, perhaps because they are waiting to produce an effect even greater than the 9/11 attacks, so they do not appear to be losing strength.",3.2,3.0,2.6,0.4,0.0,0.8,5,but they have chosen not to attack  perhaps because they are waiting to produce an effect even greater than the 0/0 attacks  so they do not appear to be losing strength ,31
77,Anti-Terrorist_1426_1479,What could be more spectacular than the 9/11 attacks?,3.0,3.6,2.6,0.6324555320336761,0.8,0.489897948556636,5,what could be more spectacular than the 0/0 attacks?,10
78,Anti-Terrorist_1480_1488,Nuclear!,3.6,3.2,3.2,0.8,0.9797958971132711,0.9797958971132711,5,nuclear ,1
79,Anti-Terrorist_1489_1520,Or massive bio-chemical attack!,3.6,2.8,3.0,0.489897948556636,0.4,0.0,5,or massive bio-chemical attack ,4
80,Anti-Terrorist_1521_1567,And I think this is what they are waiting for.,3.2,3.4,3.4,0.4,0.489897948556636,0.489897948556636,5,and i think this is what they are waiting for ,10
81,Anti-Terrorist_1568_1810,"All of our frantic preparations may have had some effect in preventing small-time casual attacks, but they cannot stop a serious planned attack, any more than a mere door lock can stop a serious robber who really wants to get into your house.",3.2,3.2,2.8,0.4,0.4,0.4,5,all of our frantic preparations may have had some effect in preventing small-time casual attacks  but they cannot stop a serious planned attack  any more than a mere door lock can stop a serious robber who really wants to get into your house ,44
82,Anti-Terrorist_1812_1901,"So the Bush administration can keep claiming that we are safer now, under their policies.",3.0,3.0,3.0,0.0,0.0,0.0,5,so the bush administration can keep claiming that we are safer now  under their policies ,15
83,Anti-Terrorist_1902_1988,"But this claim is merely feel-good propaganda, intended to keep the neo-cons in power.",3.0,2.8,3.0,0.0,0.4,0.0,5,but this claim is merely feel-good propaganda  intended to keep the neo-cons in power ,14
84,Anti-Terrorist_1989_2031,It cannot withstand clear-headed scrutiny.,3.0,3.0,3.0,0.0,0.0,0.0,5,it cannot withstand clear-headed scrutiny ,6
85,Anti-Terrorist_2032_2130,"The fact is, Bush policies have failed completely even to diminish terrorism, much less defeat it.",3.0,2.6,2.4,0.0,0.8,0.8,5,the fact is  bush policies have failed completely even to diminish terrorism  much less defeat it ,16
86,Anti-Terrorist_2131_2273,"By trying to ""stamp out"" terrorism by killing terrorists, Bush and Israel have made things infinitely worse for us: more dangerous, not safer.",3.2,2.6,2.4,0.4,0.489897948556636,0.8,5,"by trying to ""stamp out"" terrorism by killing terrorists  bush and israel have made things infinitely worse for us: more dangerous  not safer ",26
87,Anti-Terrorist_2274_2389,"And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA.",3.4,3.0,2.4,0.489897948556636,0.6324555320336761,0.489897948556636,5,and proof that bush has failed may come at any moment  explosively  with one big successful attack here in the usa ,21
88,Anti-Terrorist_2391_2411,May God help us all.,2.8,2.6,2.6,0.4,0.8,0.8,5,may god help us all ,5
89,Anti-Terrorist_2413_2431,WHAT IS TERRORISM?,3.2,2.8,2.8,0.4,0.4,0.4,5,what is terrorism?,4
90,Anti-Terrorist_2433_2590,"TERRORISM is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective.",3.0,3.0,2.8,0.0,0.0,0.4,5,"terrorism is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective ",27
91,Anti-Terrorist_2669_2828,"We believe that any terrorist act is a crime against humanity and against the will of God, because it deliberately intends to injure and kill innocent people. ",3.0,3.0,2.8,0.0,0.0,0.4,5,we believe that any terrorist act is a crime against humanity and against the will of god  because it deliberately intends to injure and kill innocent people  ,27
92,Anti-Terrorist_2830_2852,NEUTRALIZING TERRORISM,3.2,3.2,3.2,0.4,0.4,0.4,5,neutralizing terrorism,2
93,Anti-Terrorist_2854_2932,Our purpose here is to NEUTRALIZE TERRORISM by removing the motivation for it.,3.4,3.4,3.2,0.489897948556636,0.489897948556636,0.4,5,our purpose here is to neutralize terrorism by removing the motivation for it ,13
94,Anti-Terrorist_2933_3013,"Without motivation, terrorism will quickly die down, like a plant without water.",3.0,3.0,3.0,0.0,0.0,0.0,5,without motivation  terrorism will quickly die down  like a plant without water ,12
95,Anti-Terrorist_3016_3174,"We completely reject the idea that terrorism can be defeated by brute force, because brute force radicalizes the moderates, and they then join the terrorists.",3.0,2.8,2.8,0.0,0.9797958971132711,0.4,5,we completely reject the idea that terrorism can be defeated by brute force  because brute force radicalizes the moderates  and they then join the terrorists ,25
96,Anti-Terrorist_3175_3220,So you end up fighting the entire population.,3.4,3.0,2.6,0.489897948556636,0.6324555320336761,0.489897948556636,5,so you end up fighting the entire population ,8
97,Anti-Terrorist_3221_3284,"Brute force has failed in Palestine, and it is failing in Iraq.",3.2,3.0,2.6,0.4,0.0,0.489897948556636,5,brute force has failed in palestine  and it is failing in iraq ,12
98,Anti-Terrorist_3287_3656,"We try to be even-handed in opposing all terrorism, although we recognize that the greatest terrorist threat in the world today comes from radical Muslims who falsely believe that Allah approves of their criminal behavior against Israel, The United States, Russia, India, the Philippines, Australia, and others whom they falsely believe to be ""waging war against Allah.",3.2,3.4,2.8,0.4,0.489897948556636,0.4,5,"we try to be even-handed in opposing all terrorism  although we recognize that the greatest terrorist threat in the world today comes from radical muslims who falsely believe that allah approves of their criminal behavior against israel  the united states  russia  india  the philippines  australia  and others whom they falsely believe to be ""waging war against allah ",58
99,Anti-Terrorist_3658_3885,"And the second-greatest terrorist threat comes from several countries, mainly Israel, who sometimes resort to terrorism themselves, claiming ""self-defense,"" as they desperately try to prevent further attacks by radical Muslims.",3.0,3.0,3.0,0.0,0.0,0.0,5,"and the second-greatest terrorist threat comes from several countries  mainly israel  who sometimes resort to terrorism themselves  claiming ""self-defense "" as they desperately try to prevent further attacks by radical muslims ",32
100,Anti-Terrorist_3886_4028,"In all of these cases above, if the radical Muslims would cease their attacks, all terrorism on both sides of every dispute would quickly end.",3.2,3.2,2.6,0.4,0.4,0.489897948556636,5,in all of these cases above  if the radical muslims would cease their attacks  all terrorism on both sides of every dispute would quickly end ,25
101,Anti-Terrorist_4031_4279,"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups.",2.85714285714286,2.71428571428571,2.85714285714286,0.349927106111883,0.4517539514526261,0.349927106111883,7,beyond these two sources  there is virtually no terrorist activity in the world  with the possible exception of localized disputes such as in northern ireland and occasional domestic episodes in various places involving isolated disaffected groups ,36
102,Anti-Terrorist_4282_4370,The moral and religious theories which support terrorism are quite faulty and erroneous.,3.0,3.2,2.8,0.0,0.4,0.4,5,the moral and religious theories which support terrorism are quite faulty and erroneous ,13
103,Anti-Terrorist_4371_4411,They need to be identified and attacked.,2.8,3.4,2.4,0.4,0.489897948556636,0.489897948556636,5,they need to be identified and attacked ,7
104,Anti-Terrorist_4412_4509,"If the terrorist loses faith in the righteousness of his acts, he is less likely to perform them.",3.0,3.0,3.0,0.0,0.0,0.0,5,if the terrorist loses faith in the righteousness of his acts  he is less likely to perform them ,18
105,Anti-Terrorist_4513_4550,"EXAMPLE 1: ""Terrorists Offend Allah.""",3.2,3.2,2.6,0.4,0.4,0.8,5,"example 0: ""terrorists offend allah """,8
106,Anti-Terrorist_4553_4620,"EXAMPLE 2: ""Terrorist Murderers Insult Allah, Bring Shame To Islam""",3.8,3.0,1.6,0.4,0.8944271909999159,0.8,5,"example 0: ""terrorist murderers insult allah  bring shame to islam""",13
107,Anti-Terrorist_4623_4694,"EXAMPLE 3 (LATEST AND BEST! - Framed Below): ""Qur'an Forbids Terrorism""",3.0,3.6,2.8,0.6324555320336761,0.489897948556636,0.748331477354788,5,"example 0 (latest and best  - framed below): ""qur'an forbids terrorism""",16
108,Anti-Terrorist_4697_4783,"In every case of terrorism, we will find some kind of legitimate underlying grievance.",3.0,3.0,3.0,0.0,0.0,0.0,5,in every case of terrorism  we will find some kind of legitimate underlying grievance ,14
109,Anti-Terrorist_4784_4869,"If we eliminate the legitimate grievances, we have eliminated much of the motivation.",3.2,3.6,3.2,0.4,0.8,0.4,5,if we eliminate the legitimate grievances  we have eliminated much of the motivation ,13
110,Anti-Terrorist_4872_4990,"Is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some Israeli/NeoCons would try to say?",3.0,3.2,2.6,0.0,0.4,0.489897948556636,5,"is this ""negotiating with terrorists"" or ""trying to appease the terrorists "" as some israeli/neocons would try to say?",23
111,Anti-Terrorist_4991_4994,No.,3.2,3.4,2.8,0.4,0.489897948556636,0.4,5,no ,1
112,Anti-Terrorist_4995_5070,"It is simply recognizing the realities of human motivation, right or wrong.",3.0,3.0,3.0,0.0,0.0,0.0,5,it is simply recognizing the realities of human motivation  right or wrong ,12
113,Anti-Terrorist_5071_5156,"To deny reality, as the Israeli/NeoCons do, is to invite disaster, as they have done.",2.6,3.4,2.6,0.489897948556636,0.489897948556636,0.489897948556636,5,to deny reality  as the israeli/neocons do  is to invite disaster  as they have done ,15
114,Anti-Terrorist_5159_5170,BIG PICTURE,3.0,3.0,3.0,0.0,0.0,0.0,5,big picture,2
115,Anti-Terrorist_5172_5251,A big picture of our entire Anti-Terrorism strategy can be found at our website,3.0,3.2,2.8,0.0,0.4,0.4,5,a big picture of our entire anti-terrorism strategy can be found at our website,14
116,Anti-Terrorist_5315_5332,Blessings to you.,2.8333333333333304,2.6666666666666696,4.0,0.37267799624996506,0.7453559924999301,0.577350269189626,6,blessings to you ,3
117,Anti-Terrorist_5333_5353,May God help us all.,3.2,2.2,2.8,0.4,0.9797958971132711,0.9797958971132711,5,may god help us all ,5
